,codigo,x,y,tipo,numero
11492,211000,43987520,447417688,cruces,4
11493,211000,43987520,447417688,cruces,4
11494,211000,43988558,447417691,cruces,4
11495,211000,43983972,447418939,cruces,4
11496,211000,43987520,447417688,cruces,4
11497,211000,43983050,447416002,cruces,6
11498,211000,43985821,447410472,cruces,12
11499,211100,43983972,447418939,cruces,1
11500,211100,43983972,447418939,cruces,1
11501,211100,43987520,447417688,cruces,3
11502,211100,43988558,447417691,cruces,3
11503,211100,43987520,447417688,cruces,3
11504,211150,44822448,447358425,cruces,1
11505,211150,44819631,447375615,cruces,15
11506,211400,43704079,447328867,cruces,2
11507,211400,43704079,447328867,cruces,2
11508,211400,43693808,447337347,cruces,12
11509,211500,44564006,447690131,cruces,2
11510,211500,44567125,447692091,cruces,8
11511,211500,44569848,447693801,cruces,12
11512,211700,44376744,447535489,cruces,2
11513,211700,44374929,447529264,cruces,10
11514,211900,43988412,447184875,cruces,1
11515,211900,43993525,447181513,cruces,9
11516,212000,44606721,448086147,cruces,2
11517,212000,44607260,448090105,cruces,4
11518,212000,44607742,448093644,cruces,8
11519,212000,44607828,448094275,cruces,8
11520,212000,44608262,448097462,cruces,8
11521,212000,44608644,448100267,cruces,8
11522,212100,44329453,447156512,cruces,1
11523,212100,44328603,447153590,cruces,3
11524,212100,44328167,447152271,cruces,5
11525,212100,44324904,447142769,cruces,19
11526,212300,44054655,447524513,cruces,1
11527,212300,44054655,447524513,cruces,1
11528,212300,44053292,447524812,cruces,1
11529,212300,44055272,447529962,cruces,1
11530,212300,44055272,447529962,cruces,1
11531,212300,44057804,447529522,cruces,1
11532,212300,44057804,447529522,cruces,1
11533,212300,44055946,447536788,cruces,9
11534,212300,44057047,447543616,cruces,19
11535,212300,44058053,447549645,cruces,27
11536,212400,44030200,447498380,cruces,1
11537,212400,44033648,447502509,cruces,9
11538,212400,44038424,447507926,cruces,23
11539,212400,44045129,447514042,cruces,39
11540,212400,44051673,447522044,cruces,51
11541,212400,44054655,447524513,cruces,53
11542,212400,44054655,447524513,cruces,53
11543,212400,44055272,447529962,cruces,53
11544,212400,44055272,447529962,cruces,53
11545,212400,44055272,447529962,cruces,53
11546,212400,44057804,447529522,cruces,53
11547,212400,44057804,447529522,cruces,53
11548,212500,44422569,447332070,cruces,6
11549,212500,44421065,447336203,cruces,6
11550,212600,44504756,447289399,cruces,1
11551,212600,44510318,447302558,cruces,23
11552,213200,44444422,447369142,cruces,2
11553,213200,44461090,447361570,cruces,18
11554,213200,44469495,447356303,cruces,24
11555,213300,44392508,447334772,cruces,1
11556,213300,44394106,447345777,cruces,1
11557,213300,44394106,447345777,cruces,1
11558,213300,44406166,447358657,cruces,11
11559,213300,44423155,447368840,cruces,21
11560,213300,44425620,447375295,cruces,23
11561,213300,44426940,447382307,cruces,23
11562,213300,44427585,447392812,cruces,25
11563,213300,44428788,447404167,cruces,77
11564,213300,44430385,447409648,cruces,77
11565,213300,44430385,447409648,cruces,77
11566,213600,44497202,447363320,cruces,1
11567,213600,44525896,447387551,cruces,35
11568,213700,44543762,447333352,cruces,1
11569,213800,44484805,447297578,cruces,2
11570,213800,44504756,447289399,cruces,28
11571,214800,44423155,447368840,cruces,12
11572,214800,44438599,447361909,cruces,16
11573,215300,44404146,447342297,cruces,1
11574,215300,44430619,447346855,cruces,31
11575,215400,44469975,447341460,cruces,1
11576,215400,44473445,447344969,cruces,3
11577,215400,44475746,447340548,cruces,7
11578,215600,44482737,447368925,cruces,2
11579,215800,44050527,447448744,cruces,2
11580,215800,44035384,447446523,cruces,2
11581,215800,44042150,447450940,cruces,2
11582,215800,44044419,447445827,cruces,2
11583,215800,44034082,447444149,cruces,2
11584,215800,44046237,447450616,cruces,2
11585,215800,44038082,447449606,cruces,2
11586,215800,44035384,447446523,cruces,2
11587,215800,44034542,447434339,cruces,4
11588,215800,44036505,447434213,cruces,4
11589,215800,44034542,447434339,cruces,4
11590,215800,44036645,447438036,cruces,4
11591,216100,44107506,447432689,cruces,7
11592,216100,44102885,447436851,cruces,13
11593,216100,44104337,447433860,cruces,13
11594,216100,44101425,447436340,cruces,13
11595,216200,44093842,446566423,cruces,5
11596,216200,44111258,446566930,cruces,5
11597,216300,44055491,447878404,cruces,1
11598,216300,44065928,447875359,cruces,9
11599,216300,44072761,447873473,cruces,17
11600,216300,44086935,447871177,cruces,37
11601,216500,44271262,447664915,cruces,2
11602,216500,44278838,447669712,cruces,4
11603,216500,44286642,447674682,cruces,14
11604,216500,44292288,447678276,cruces,20
11605,216500,44303766,447684538,cruces,34
11606,216800,44016958,447990028,cruces,2
11607,216800,44016958,447990028,cruces,2
11608,216900,44079957,448276038,cruces,1
11609,216900,44073146,448306419,cruces,11
11610,216900,44045702,448333150,cruces,27
11611,216900,44015615,448352494,cruces,37
11612,216900,43959817,448335973,cruces,53
11613,216900,43947784,448333329,cruces,55
11614,217000,44269494,447909133,cruces,4
11615,217000,44272930,447911724,cruces,6
11616,217000,44272930,447911724,cruces,6
11617,217000,44281857,447908163,cruces,8
11618,217000,44293725,447907700,cruces,18
11619,217000,44313630,447906835,cruces,30
11620,217000,44314288,447906806,cruces,32
11621,217000,44329768,447908183,cruces,40
11622,217000,44342077,447912438,cruces,42
11623,217000,44370308,447922751,cruces,42
11624,217100,44480774,448058945,cruces,2
11625,217200,44556258,447816684,cruces,1
11626,217400,44760132,447568544,cruces,8
11627,217400,44764235,447566754,cruces,8
11628,217600,44310705,447825511,cruces,
11629,217600,44309591,447829224,cruces,
11630,217700,43988488,446687608,cruces,24
11631,217850,44385831,448038761,cruces,2
11632,217850,44383786,448048948,cruces,12
11633,217900,44097548,447569338,cruces,2
11634,217900,44096327,447577439,cruces,6
11635,217900,44095308,447582748,cruces,12
11636,217900,44094181,447588244,cruces,18
11637,217900,44090732,447601059,cruces,30
11638,217900,44086861,447614292,cruces,44
11639,218000,44204285,447848522,cruces,2
11640,218100,44025312,447982162,cruces,2
11641,218100,44022099,447987415,cruces,10
11642,218100,44019247,447992009,cruces,16
11643,218500,43971370,447547231,cruces,2
11644,218500,43967322,447541612,cruces,2
11645,218500,43974040,447545762,cruces,4
11646,218500,43971431,447542076,cruces,4
11647,218500,43974040,447545762,cruces,4
11648,218600,43991395,447558943,cruces,1
11649,218600,43983464,447563091,cruces,5
11650,218600,43983464,447563091,cruces,5
11651,218600,43985755,447559819,cruces,5
11652,218900,44806024,447305228,cruces,1
11653,218900,44826761,447285098,cruces,41
11654,218900,44826761,447285098,cruces,41
11655,219000,44050405,447041065,cruces,13
11656,219300,43410274,448606736,cruces,1
11657,219300,43410274,448606736,cruces,1
11658,219500,43927102,447694822,cruces,1
11659,219500,43926644,447698302,cruces,3
11660,219500,43924635,447693736,cruces,7
11661,219800,44072563,447065581,cruces,1
11662,219800,44050405,447041065,cruces,35
11663,219900,43686552,447096235,cruces,2
11664,219900,43685224,447092371,cruces,4
11665,219900,43684081,447089045,cruces,8
11666,219900,43683152,447086292,cruces,10
11667,219900,43681902,447082585,cruces,12
11668,220000,44040024,447740321,cruces,1
11669,220000,44040024,447740321,cruces,1
11670,220000,44054686,447739293,cruces,7
11671,220000,44069189,447738267,cruces,17
11672,220000,44083284,447737292,cruces,31
11673,220000,44096515,447736354,cruces,43
11674,220000,44109182,447735433,cruces,57
11675,220000,44118623,447734335,cruces,65
11676,220200,44164614,447155928,cruces,1
11677,220200,44164614,447155928,cruces,1
11678,220200,44170625,447142396,cruces,7
11679,220300,44730797,447638623,cruces,2
11680,220300,44730797,447638623,cruces,2
11681,220300,44745920,447656894,cruces,8
11682,220300,44745920,447656894,cruces,8
11683,220300,44752129,447671588,cruces,12
11684,220300,44764559,447697379,cruces,22
11685,220300,44761340,447698316,cruces,22
11686,220300,44764000,447700977,cruces,22
11687,220300,44765248,447699738,cruces,22
11688,220300,44764000,447700977,cruces,22
11689,220300,44767483,447708969,cruces,28
11690,220400,44764559,447697379,cruces,3
11691,220400,44765248,447699738,cruces,3
11692,220400,44764000,447700977,cruces,3
11693,220400,44761340,447698316,cruces,5
11694,220400,44762415,447697142,cruces,5
11695,220600,44406313,447191132,cruces,1
11696,220600,44417696,447187062,cruces,25
11697,220700,44316224,447926233,cruces,9
11698,220700,44316224,447926233,cruces,9
11699,220700,44316480,447933994,cruces,9
11700,220700,44316768,447950973,cruces,9
11701,220700,44317678,447957645,cruces,11
11702,220700,44316841,447957620,cruces,11
11703,220800,43607456,446989580,cruces,4
11704,220800,43607456,446989580,cruces,4
11705,220800,43592331,446976004,cruces,22
11706,220800,43585924,446967266,cruces,30
11707,220800,43575934,446974697,cruces,34
11708,220800,43580458,446959370,cruces,44
11709,220800,43576903,446953078,cruces,46
11710,220800,43560828,446926713,cruces,58
11711,220800,43557049,446922890,cruces,62
11712,220800,43548785,446914094,cruces,64
11713,220800,43551271,446917423,cruces,64
11714,220800,43540505,446903670,cruces,68
11715,220800,43543173,446907035,cruces,68
11716,220800,43546118,446910781,cruces,68
11717,221000,44067231,447442078,cruces,1
11718,221000,44066047,447444448,cruces,1
11719,221000,44066047,447444448,cruces,1
11720,221000,44061616,447436705,cruces,9
11721,221000,44057879,447433358,cruces,17
11722,221000,44059852,447416700,cruces,27
11723,221000,44059852,447416700,cruces,27
11724,221000,44052277,447427909,cruces,29
11725,221000,44052277,447427909,cruces,29
11726,221000,44050256,447425938,cruces,33
11727,221000,44045671,447421182,cruces,39
11728,221100,43354051,447923195,cruces,1
11729,221100,43354051,447923195,cruces,1
11730,221100,43353251,447925264,cruces,1
11731,221100,43347111,447933683,cruces,13
11732,221100,43346784,447937934,cruces,25
11733,221500,44858192,447268067,cruces,1
11734,221500,44866110,447265866,cruces,7
11735,221500,44866110,447265866,cruces,7
11736,221700,44341581,447399735,cruces,2
11737,221700,44339321,447383370,cruces,4
11738,221700,44338643,447383478,cruces,4
11739,221700,44328368,447384435,cruces,8
11740,221700,44328368,447384435,cruces,8
11741,221700,44336953,447365376,cruces,28
11742,221700,44336063,447353069,cruces,34
11743,221700,44336008,447350901,cruces,36
11744,221700,44335171,447338438,cruces,42
11745,221700,44335028,447333416,cruces,44
11746,221800,44011622,447515943,cruces,2
11747,221800,44012674,447524998,cruces,16
11748,221800,44013241,447530031,cruces,26
11749,221900,43970675,447417488,cruces,2
11750,221900,43972353,447415796,cruces,4
11751,221900,43971289,447414793,cruces,4
11752,222000,44012674,447524998,cruces,2
11753,222100,43978286,447443431,cruces,1
11754,222100,43971060,447444126,cruces,5
11755,222600,43693783,447252528,cruces,1
11756,222600,43693783,447252528,cruces,1
11757,222700,44339687,447861301,cruces,2
11758,222700,44339452,447867364,cruces,10
11759,222700,44338892,447874446,cruces,14
11760,222700,44337950,447880293,cruces,18
11761,222700,44338967,447885435,cruces,24
11762,222700,44339579,447890770,cruces,32
11763,222705,44663002,448145232,cruces,1
11764,222705,44663002,448145232,cruces,1
11765,222705,44663282,448152752,cruces,13
11766,222705,44663282,448152752,cruces,13
11767,222705,44661212,448165584,cruces,29
11768,222850,44968354,447795475,cruces,1
11769,222850,44959776,447801506,cruces,1
11770,222850,44968354,447795475,cruces,1
11771,223000,44393073,447196163,cruces,2
11772,223000,44388616,447189711,cruces,6
11773,223300,44364000,447610147,cruces,
11774,223300,44364000,447610147,cruces,
11775,223450,44949376,447796973,cruces,1
11776,223450,44960073,447804991,cruces,1
11777,223450,44959561,447798796,cruces,1
11778,223450,44959776,447801506,cruces,1
11779,223450,44968354,447795475,cruces,3
11780,223500,44145354,447989328,cruces,1
11781,223600,44042236,447783193,cruces,6
11782,223600,44042236,447783193,cruces,6
11783,223600,44042236,447783193,cruces,6
11784,223600,44042236,447783193,cruces,6
11785,224200,44753021,447511472,cruces,2
11786,224200,44752303,447504337,cruces,8
11787,224400,43999861,447421751,cruces,1
11788,224400,43994759,447421800,cruces,1
11789,224400,44003938,447425138,cruces,1
11790,224400,44003462,447422312,cruces,5
11791,224400,43999649,447419848,cruces,11
11792,224400,43999649,447419848,cruces,11
11793,224400,44002687,447411804,cruces,19
11794,224400,43999308,447413657,cruces,19
11795,224400,43997992,447412215,cruces,19
11796,224400,43995382,447412771,cruces,19
11797,224400,43996259,447414236,cruces,19
11798,224400,43995382,447412771,cruces,19
11799,224400,44003544,447411740,cruces,19
11800,224500,43807901,447165594,cruces,2
11801,224500,43803859,447159984,cruces,6
11802,224500,43806215,447153703,cruces,10
11803,224700,44593719,448061199,cruces,
11804,224700,44594131,448064245,cruces,
11805,224700,44594546,448067313,cruces,
11806,224700,44594946,448070265,cruces,
11807,224700,44595324,448073055,cruces,
11808,224700,44595717,448075958,cruces,
11809,224700,44596205,448079565,cruces,
11810,224700,44596581,448082344,cruces,
11811,224700,44597265,448087397,cruces,
11812,224900,43824236,448135087,cruces,2
11813,224900,43819715,448135087,cruces,4
11814,225000,44060110,447792199,cruces,1
11815,225000,44067821,447791639,cruces,11
11816,225300,44009501,447150496,cruces,1
11817,225300,44011742,447155900,cruces,1
11818,225300,44011742,447155900,cruces,1
11819,225300,44013895,447161031,cruces,1
11820,225300,44015331,447164556,cruces,1
11821,225300,44007320,447145209,cruces,3
11822,225300,44007119,447144727,cruces,5
11823,225300,44005012,447139659,cruces,9
11824,225300,43994895,447123016,cruces,15
11825,225300,43995830,447125549,cruces,15
11826,225300,44003786,447124525,cruces,15
11827,225300,44003786,447124525,cruces,15
11828,225300,43997414,447129163,cruces,15
11829,225300,43999128,447132809,cruces,15
11830,226000,44321926,447809963,cruces,12
11831,226000,44321335,447812594,cruces,12
11832,226000,44320987,447814450,cruces,12
11833,226000,44320659,447816286,cruces,12
11834,226000,44320259,447818507,cruces,12
11835,226000,44319843,447820644,cruces,26
11836,226000,44319484,447822532,cruces,26
11837,226000,44319136,447824387,cruces,26
11838,226100,44083488,447945400,cruces,2
11839,226100,44079791,447947787,cruces,6
11840,226100,44073918,447950998,cruces,20
11841,226100,44064765,447957125,cruces,38
11842,226100,44064765,447957125,cruces,38
11843,226100,44059156,447960942,cruces,50
11844,226200,44386595,448075087,cruces,5
11845,226200,44391918,448078736,cruces,5
11846,226200,44391918,448078736,cruces,5
11847,226200,44407472,448093413,cruces,109
11848,226200,44404805,448099951,cruces,117
11849,226200,44424620,448103184,cruces,173
11850,226200,44435116,448130852,cruces,191
11851,226200,44436839,448136983,cruces,191
11852,226200,44441281,448146710,cruces,201
11853,226200,44443203,448152890,cruces,203
11854,226550,42961634,448071752,cruces,2
11855,226550,42961634,448071752,cruces,2
11856,226550,42984570,448069175,cruces,2
11857,226550,42984570,448069175,cruces,2
11858,226550,42954677,448073015,cruces,6
11859,226550,42948986,448073915,cruces,10
11860,226550,42942293,448074791,cruces,16
11861,226550,42934544,448075812,cruces,22
11862,226550,42925621,448077155,cruces,28
11863,226550,42912532,448079541,cruces,40
11864,226575,43697104,447232444,cruces,2
11865,226575,43663358,447221694,cruces,24
11866,226585,44632078,448035786,cruces,2
11867,226585,44638349,448039604,cruces,2
11868,226700,44648726,448041865,cruces,2
11869,226700,44653396,448041187,cruces,2
11870,226800,44831062,447757725,cruces,2
11871,226800,44834535,447762551,cruces,6
11872,226800,44836344,447762250,cruces,6
11873,226800,44835637,447763449,cruces,6
11874,226900,44620203,448066860,cruces,8
11875,226900,44625849,448066078,cruces,12
11876,227250,43710906,447048030,cruces,4
11877,227550,44626930,448041126,cruces,8
11878,227550,44623727,448050406,cruces,12
11879,227600,44165149,447914658,cruces,
11880,227600,44160313,447909770,cruces,
11881,227600,44155008,447914995,cruces,
11882,227700,44416561,447590669,cruces,1
11883,227700,44420543,447590604,cruces,3
11884,227700,44430810,447590438,cruces,13
11885,227700,44439169,447586503,cruces,15
11886,227700,44448958,447580897,cruces,25
11887,227700,44457315,447578825,cruces,27
11888,227900,44102766,447622227,cruces,8
11889,227900,44093156,447618810,cruces,12
11890,227900,44093156,447618810,cruces,12
11891,228200,44587592,447809994,cruces,1
11892,228200,44590980,447825596,cruces,9
11893,228200,44604848,447869229,cruces,11
11894,228200,44604851,447869110,cruces,11
11895,228200,44604848,447869229,cruces,11
11896,228300,43991400,448063119,cruces,1
11897,228300,43960215,448073934,cruces,29
11898,228300,43949899,448073045,cruces,39
11899,228300,43923436,448060822,cruces,47
11900,228300,43923436,448060822,cruces,47
11901,228300,43917211,448062941,cruces,49
11902,228300,43904753,448066630,cruces,51
11903,228300,43913419,448076826,cruces,51
11904,228300,43913419,448076826,cruces,51
11905,228325,44591744,448045563,cruces,2
11906,228325,44603161,448044295,cruces,6
11907,228325,44613542,448042911,cruces,14
11908,228325,44616465,448042521,cruces,14
11909,228325,44624381,448027485,cruces,22
11910,228325,44624695,448029785,cruces,22
11911,228325,44626930,448041126,cruces,22
11912,228325,44628546,448040911,cruces,22
11913,228325,44638349,448039604,cruces,28
11914,228325,44639448,448039458,cruces,28
11915,228325,44641381,448039199,cruces,28
11916,228325,44648173,448038294,cruces,38
11917,228325,44648726,448041865,cruces,42
11918,228325,44649506,448046906,cruces,44
11919,228350,43742184,448093076,cruces,2
11920,228350,43741046,448116037,cruces,6
11921,228400,44715412,447540904,cruces,2
11922,228400,44718240,447535874,cruces,4
11923,228600,44312164,447810700,cruces,2
11924,228600,44312164,447810700,cruces,2
11925,228600,44309729,447816381,cruces,12
11926,228600,44309729,447816381,cruces,12
11927,228600,44309729,447816381,cruces,12
11928,228600,44311995,447819191,cruces,14
11929,228600,44311590,447820990,cruces,16
11930,228600,44308497,447820658,cruces,18
11931,228600,44307110,447821975,cruces,18
11932,228600,44307110,447821975,cruces,18
11933,228600,44302430,447827020,cruces,18
11934,228600,44300787,447832034,cruces,18
11935,229000,44176847,448332241,cruces,2
11936,229000,44168262,448333438,cruces,24
11937,229000,44164966,448333566,cruces,26
11938,229000,44164966,448333566,cruces,26
11939,229000,44165002,448332928,cruces,26
11940,229100,43805004,447090278,cruces,1
11941,229100,43796602,447085205,cruces,9
11942,229100,43796477,447085578,cruces,9
11943,229100,43796602,447085205,cruces,9
11944,229350,44641235,447880800,cruces,2
11945,229350,44649469,447895600,cruces,12
11946,229350,44649855,447907782,cruces,20
11947,229350,44649819,447919259,cruces,28
11948,229350,44647298,447930205,cruces,30
11949,229400,44278323,447871124,cruces,2
11950,229400,44280269,447891746,cruces,22
11951,229400,44280924,447898833,cruces,24
11952,229400,44281857,447908163,cruces,30
11953,229400,44282748,447919021,cruces,32
11954,229400,44283581,447928146,cruces,32
11955,229500,44623802,448082011,cruces,2
11956,229500,44629537,448081174,cruces,6
11957,229600,43814943,447069512,cruces,1
11958,229600,43830094,447065358,cruces,21
11959,229600,43837567,447063307,cruces,29
11960,229600,43843170,447061770,cruces,33
11961,229700,44626298,448069394,cruces,2
11962,229700,44627979,448069151,cruces,2
11963,229700,44628348,448072001,cruces,2
11964,229700,44630836,448074911,cruces,6
11965,229700,44628756,448075147,cruces,6
11966,229700,44629153,448078211,cruces,8
11967,229700,44629537,448081174,cruces,8
11968,230000,43836306,447201046,cruces,2
11969,230000,43836573,447203601,cruces,2
11970,230000,43836573,447203601,cruces,2
11971,230000,43829831,447203859,cruces,18
11972,230000,43824345,447205041,cruces,20
11973,230000,43827110,447204447,cruces,20
11974,230000,43820637,447205864,cruces,30
11975,230000,43816890,447206691,cruces,36
11976,230000,43804669,447209248,cruces,68
11977,230000,43804669,447209248,cruces,68
11978,230000,43795261,447211322,cruces,82
11979,230200,44586903,448055392,cruces,2
11980,230200,44606421,448052756,cruces,10
11981,230200,44608451,448052480,cruces,12
11982,230200,44610863,448052153,cruces,26
11983,230200,44621795,448050668,cruces,30
11984,230200,44623727,448050406,cruces,32
11985,230200,44634158,448048990,cruces,42
11986,230200,44636547,448048666,cruces,44
11987,230200,44639272,448048296,cruces,46
11988,230200,44642301,448047885,cruces,50
11989,230200,44646878,448047263,cruces,54
11990,230200,44647649,448047158,cruces,54
11991,230200,44649506,448046906,cruces,56
11992,230200,44649759,448046872,cruces,56
11993,230200,44655911,448046036,cruces,60
11994,230300,43652599,446956349,cruces,1
11995,230300,43651972,446956759,cruces,1
11996,230300,43646570,446950668,cruces,17
11997,230300,43639427,446944808,cruces,27
11998,230300,43639427,446944808,cruces,27
11999,230300,43635196,446943037,cruces,31
12000,230300,43636865,446944175,cruces,31
12001,230300,43616802,446933176,cruces,39
12002,230300,43616766,446933018,cruces,39
12003,230300,43629823,446939471,cruces,39
12004,230400,43800758,447317911,cruces,1
12005,230500,44589485,448076787,cruces,2
12006,230500,44595717,448075958,cruces,6
12007,230525,44653396,448041187,cruces,2
12008,230525,44661663,448040156,cruces,16
12009,230600,44042797,447223337,cruces,1
12010,230600,44042797,447223337,cruces,1
12011,230600,44061837,447208541,cruces,27
12012,230600,44068671,447202339,cruces,33
12013,230600,44079505,447191781,cruces,41
12014,230600,44083053,447193278,cruces,41
12015,230600,44088810,447189770,cruces,43
12016,230600,44092246,447179570,cruces,53
12017,230600,44096541,447175411,cruces,59
12018,230600,44100948,447171143,cruces,67
12019,230600,44116160,447162974,cruces,75
12020,230600,44112159,447166083,cruces,75
12021,230600,44107936,447164374,cruces,75
12022,230600,44112438,447155380,cruces,75
12023,230600,44117256,447159770,cruces,75
12024,230600,44116686,447157291,cruces,75
12025,230626,43494286,447825251,cruces,1
12026,230626,43494290,447830807,cruces,13
12027,230700,44378310,447790220,cruces,1
12028,230700,44381256,447785248,cruces,11
12029,230800,44622555,448072890,cruces,2
12030,230800,44628348,448072001,cruces,6
12031,230800,44636176,448067967,cruces,12
12032,230800,44636928,448074227,cruces,12
12033,230900,44093371,447514850,cruces,6
12034,230900,44093371,447514850,cruces,6
12035,231000,44020380,447928213,cruces,1
12036,231000,44016947,447938841,cruces,17
12037,231200,44068615,447553941,cruces,1
12038,231200,44065991,447562768,cruces,7
12039,231200,44061198,447579429,cruces,29
12040,231900,44300674,447715381,cruces,1
12041,231900,44311196,447725732,cruces,19
12042,232000,44637908,448055230,cruces,2
12043,232000,44638262,448058323,cruces,4
12044,232000,44638635,448060676,cruces,6
12045,232000,44638715,448061276,cruces,8
12046,232000,44639543,448067481,cruces,12
12047,232200,43883063,447355870,cruces,1
12048,232200,43869822,447358693,cruces,9
12049,232200,43869800,447358584,cruces,9
12050,232500,44209231,447998402,cruces,2
12051,232500,44209231,447998402,cruces,2
12052,232600,43451742,447208532,cruces,5
12053,232600,43447251,447205523,cruces,7
12054,232600,43443092,447203218,cruces,13
12055,232600,43438945,447200698,cruces,17
12056,232700,44184769,447778628,cruces,2
12057,232700,44185875,447785808,cruces,4
12058,232700,44186782,447792228,cruces,8
12059,232700,44187227,447797230,cruces,12
12060,232700,44187227,447797230,cruces,12
12061,232700,44184547,447805470,cruces,16
12062,232700,44184547,447805470,cruces,16
12063,232750,44190022,448087309,cruces,1
12064,232750,44207248,448087894,cruces,3
12065,232750,44207248,448087894,cruces,3
12066,233000,44376306,447495509,cruces,2
12067,233000,44381258,447495363,cruces,10
12068,233100,43697617,447352120,cruces,1
12069,233100,43695492,447356861,cruces,3
12070,233100,43694815,447358353,cruces,5
12071,233100,43693101,447362133,cruces,13
12072,233200,44028776,447560341,cruces,8
12073,233200,44018513,447561804,cruces,12
12074,233400,43519683,447979387,cruces,1
12075,233400,43519788,447979390,cruces,1
12076,233400,43517241,447988119,cruces,3
12077,233400,43513487,448001666,cruces,13
12078,233400,43507775,448023022,cruces,23
12079,233400,43503248,448039025,cruces,31
12080,233400,43473434,448066082,cruces,45
12081,233400,43473434,448066082,cruces,45
12082,233445,43413183,447148059,cruces,2
12083,233445,43380853,447181378,cruces,8
12084,233600,44415696,447607342,cruces,1
12085,233600,44434168,447596666,cruces,11
12086,233600,44435205,447596121,cruces,11
12087,233600,44435205,447596121,cruces,11
12088,233600,44442300,447592039,cruces,15
12089,233600,44452010,447586584,cruces,17
12090,233600,44452010,447586584,cruces,17
12091,233600,44458198,447585232,cruces,25
12092,233600,44460200,447584985,cruces,27
12093,233600,44467889,447583693,cruces,39
12094,233600,44469041,447583325,cruces,39
12095,233600,44475894,447582341,cruces,43
12096,233600,44482659,447580757,cruces,51
12097,233600,44482659,447580757,cruces,51
12098,233600,44487403,447578171,cruces,57
12099,233600,44488294,447577760,cruces,57
12100,233600,44494598,447573944,cruces,65
12101,233600,44503730,447568546,cruces,69
12102,233600,44503730,447568546,cruces,69
12103,233600,44522469,447558343,cruces,89
12104,233600,44522469,447558343,cruces,89
12105,233600,44525836,447556318,cruces,89
12106,233600,44533497,447551708,cruces,89
12107,233600,44704350,447419097,cruces,117
12108,233600,44791208,447341420,cruces,303
12109,233600,44793914,447338888,cruces,303
12110,233600,44804471,447329175,cruces,317
12111,233600,44808109,447325694,cruces,319
12112,233600,44817029,447317243,cruces,323
12113,233600,44834751,447300224,cruces,325
12114,233600,44841911,447293533,cruces,327
12115,233600,44844664,447290682,cruces,327
12116,233600,44844664,447290682,cruces,327
12117,233600,44844664,447290682,cruces,327
12118,233700,44193554,447796274,cruces,2
12119,233700,44193835,447800337,cruces,4
12120,233700,44195020,447817306,cruces,26
12121,233700,44195648,447825439,cruces,30
12122,233700,44197757,447833888,cruces,32
12123,233700,44192802,447831309,cruces,32
12124,233700,44193600,447837376,cruces,32
12125,233700,44195591,447831065,cruces,32
12126,233700,44196114,447831309,cruces,32
12127,233800,43648243,447006979,cruces,1
12128,233800,43648243,447006979,cruces,1
12129,233800,43665998,446996071,cruces,29
12130,233800,43675257,446990490,cruces,33
12131,233800,43677563,446988613,cruces,33
12132,233800,43677563,446988613,cruces,33
12133,233900,44375010,447187843,cruces,1
12134,233900,44378211,447185692,cruces,3
12135,234000,44348774,447879158,cruces,2
12136,234000,44337950,447880293,cruces,16
12137,234100,44754843,447621521,cruces,1
12138,234100,44769196,447604847,cruces,15
12139,234100,44764526,447606933,cruces,15
12140,234300,43913261,447922270,cruces,10
12141,234300,43819189,447888399,cruces,12
12142,234300,43823257,447887851,cruces,12
12143,234300,43706570,447857777,cruces,14
12144,234300,43792359,447870208,cruces,14
12145,234500,44123576,448003705,cruces,1
12146,234500,44129145,448003412,cruces,5
12147,234500,44132919,448003157,cruces,13
12148,234500,44132919,448003157,cruces,13
12149,234500,44138303,448002772,cruces,19
12150,234500,44141924,448002513,cruces,21
12151,234500,44141924,448002513,cruces,21
12152,234600,44102797,447307042,cruces,1
12153,234600,44106871,447306694,cruces,1
12154,234600,44121234,447258578,cruces,15
12155,234600,44121234,447258578,cruces,15
12156,234600,44121234,447258578,cruces,15
12157,234600,44137729,447304309,cruces,27
12158,234600,44150301,447303495,cruces,43
12159,234600,44160884,447302810,cruces,47
12160,234700,44123329,447340556,cruces,2
12161,234700,44140597,447352537,cruces,2
12162,234700,44131935,447350661,cruces,2
12163,234700,44130050,447340651,cruces,2
12164,234700,44137183,447359787,cruces,2
12165,234700,44131935,447350661,cruces,2
12166,234700,44124865,447338417,cruces,2
12167,234700,44127646,447328062,cruces,12
12168,234700,44126606,447317606,cruces,26
12169,234700,44126058,447311118,cruces,28
12170,234700,44125020,447298529,cruces,40
12171,234700,44124578,447293163,cruces,42
12172,234700,44124578,447293163,cruces,42
12173,234700,44122603,447275289,cruces,46
12174,234700,44121851,447280433,cruces,46
12175,234700,44122828,447279647,cruces,46
12176,234700,44121994,447267854,cruces,48
12177,234700,44122074,447268825,cruces,48
12178,234700,44121234,447258578,cruces,60
12179,234700,44121234,447258578,cruces,60
12180,234700,44121234,447258578,cruces,60
12181,234700,44120443,447249628,cruces,72
12182,234700,44119767,447242368,cruces,78
12183,234700,44118658,447230773,cruces,90
12184,234700,44117333,447217193,cruces,104
12185,234700,44117333,447217193,cruces,104
12186,234700,44116346,447205736,cruces,118
12187,234700,44119918,447195211,cruces,122
12188,234700,44113325,447199232,cruces,122
12189,234700,44113325,447199232,cruces,122
12190,234700,44110642,447194227,cruces,124
12191,234700,44113793,447182853,cruces,134
